seed_index,norad_id,object_name,orbit_class,service_class,station_index,station_id,station_name,support_possible,compatible,active,station_orbit_mask,station_service_mask,period_min,perigee_km,apogee_km
9,26998,TIMED,LEO,SCIENCE,10,1011,McMurdo Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,96.246210,577.081484,580.458365
9,26998,TIMED,LEO,SCIENCE,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,96.246210,577.081484,580.458365
9,26998,TIMED,LEO,SCIENCE,12,1013,Tromso Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,96.246210,577.081484,580.458365
9,26998,TIMED,LEO,SCIENCE,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,96.246210,577.081484,580.458365
9,26998,TIMED,LEO,SCIENCE,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,96.246210,577.081484,580.458365
9,26998,TIMED,LEO,SCIENCE,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,96.246210,577.081484,580.458365
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,0,1001,NL Navigation Profile,1,0,0,MEO,NAV,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,1,1002,NL Science Profile,1,1,1,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,2,1003,Svalbard Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,3,1004,Canberra Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,4,1005,Goldstone Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,5,1006,Madrid Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,6,1007,Hawaii Navigation Profile,1,0,0,MEO,NAV,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,8,1009,Cape Town EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,9,1010,Santiago EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,10,1011,McMurdo Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,12,1013,Tromso Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,98.424328,682.284099,684.391243
10,27424,AQUA,LEO,EARTH_OBS|SCIENCE,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,98.424328,682.284099,684.391243
11,27651,SORCE,LEO,SCIENCE,0,1001,NL Navigation Profile,1,0,0,MEO,NAV,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,1,1002,NL Science Profile,1,1,1,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,2,1003,Svalbard Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,3,1004,Canberra Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,4,1005,Goldstone Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,5,1006,Madrid Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,6,1007,Hawaii Navigation Profile,1,0,0,MEO,NAV,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,8,1009,Cape Town EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,9,1010,Santiago EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,10,1011,McMurdo Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,12,1013,Tromso Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,95.800618,544.939451,569.622596
11,27651,SORCE,LEO,SCIENCE,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,95.800618,544.939451,569.622596
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,0,1001,NL Navigation Profile,1,1,1,MEO,NAV,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,1,1002,NL Science Profile,1,0,0,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,2,1003,Svalbard Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,3,1004,Canberra Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,4,1005,Goldstone Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,5,1006,Madrid Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,6,1007,Hawaii Navigation Profile,1,1,1,MEO,NAV,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,8,1009,Cape Town EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,9,1010,Santiago EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,10,1011,McMurdo Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,12,1013,Tromso Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,717.998871,19786.579695,20578.954082
12,27663,GPS BIIR-8  (PRN 16),MEO,NAV,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,717.998871,19786.579695,20578.954082
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,0,1001,NL Navigation Profile,1,1,1,MEO,NAV,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,1,1002,NL Science Profile,1,0,0,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,2,1003,Svalbard Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,3,1004,Canberra Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,4,1005,Goldstone Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,5,1006,Madrid Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,6,1007,Hawaii Navigation Profile,1,1,1,MEO,NAV,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,8,1009,Cape Town EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,9,1010,Santiago EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,10,1011,McMurdo Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,12,1013,Tromso Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,718.016023,19869.504615,20496.875140
13,28190,GPS BIIR-11 (PRN 19),MEO,NAV,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,718.016023,19869.504615,20496.875140
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,0,1001,NL Navigation Profile,1,0,0,MEO,NAV,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,1,1002,NL Science Profile,1,1,1,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,2,1003,Svalbard Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,3,1004,Canberra Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,4,1005,Goldstone Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,5,1006,Madrid Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,6,1007,Hawaii Navigation Profile,1,0,0,MEO,NAV,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,8,1009,Cape Town EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,9,1010,Santiago EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,10,1011,McMurdo Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,12,1013,Tromso Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,98.475532,684.712119,686.860964
14,28376,AURA,LEO,EARTH_OBS|SCIENCE,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,98.475532,684.712119,686.860964
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,0,1001,NL Navigation Profile,1,1,1,MEO,NAV,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,1,1002,NL Science Profile,1,0,0,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,2,1003,Svalbard Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,3,1004,Canberra Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,4,1005,Goldstone Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,5,1006,Madrid Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,6,1007,Hawaii Navigation Profile,1,1,1,MEO,NAV,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,8,1009,Cape Town EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,9,1010,Santiago EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,10,1011,McMurdo Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,12,1013,Tromso Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,717.994236,19728.494712,20636.810433
15,28474,GPS BIIR-13 (PRN 02),MEO,NAV,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,717.994236,19728.494712,20636.810433
16,28485,SWIFT,LEO,SCIENCE,0,1001,NL Navigation Profile,1,0,0,MEO,NAV,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,1,1002,NL Science Profile,1,1,1,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,2,1003,Svalbard Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,3,1004,Canberra Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,4,1005,Goldstone Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,5,1006,Madrid Deep Profile,1,0,0,MEO|GEO|HEO,NAV|RELAY|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,6,1007,Hawaii Navigation Profile,1,0,0,MEO,NAV,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,8,1009,Cape Town EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,9,1010,Santiago EO Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,10,1011,McMurdo Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,12,1013,Tromso Polar Profile,1,1,1,LEO,EARTH_OBS|SCIENCE,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,91.679399,355.234687,358.615687
16,28485,SWIFT,LEO,SCIENCE,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,91.679399,355.234687,358.615687
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,0,1001,NL Navigation Profile,1,1,1,MEO,NAV,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,1,1002,NL Science Profile,1,0,0,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,2,1003,Svalbard Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,3,1004,Canberra Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,4,1005,Goldstone Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,5,1006,Madrid Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,6,1007,Hawaii Navigation Profile,1,1,1,MEO,NAV,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,8,1009,Cape Town EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,9,1010,Santiago EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,10,1011,McMurdo Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,12,1013,Tromso Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,717.983813,19840.773982,20524.017070
17,28874,GPS BIIRM-1 (PRN 17),MEO,NAV,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,717.983813,19840.773982,20524.017070
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,0,1001,NL Navigation Profile,1,1,1,MEO,NAV,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,1,1002,NL Science Profile,1,0,0,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,2,1003,Svalbard Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,3,1004,Canberra Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,4,1005,Goldstone Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,5,1006,Madrid Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,6,1007,Hawaii Navigation Profile,1,1,1,MEO,NAV,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,7,1008,Singapore Relay Profile,1,0,0,GEO,RELAY,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,8,1009,Cape Town EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,9,1010,Santiago EO Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,10,1011,McMurdo Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,11,1012,Tokyo Science Profile,1,1,1,LEO|MEO|HEO,NAV|SCIENCE|CREWED,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,12,1013,Tromso Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,13,1014,Equatorial Relay Profile,1,0,0,GEO,RELAY,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,14,1015,Alaska Mixed Profile,1,1,1,LEO|MEO,NAV|EARTH_OBS|SCIENCE|CREWED,717.966142,19894.946827,20468.972625
18,29486,GPS BIIRM-2 (PRN 31),MEO,NAV,15,1016,Kwajalein Mixed Profile,1,1,1,LEO|MEO|GEO,NAV|RELAY|EARTH_OBS|SCIENCE|CREWED,717.966142,19894.946827,20468.972625
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,0,1001,NL Navigation Profile,1,1,1,MEO,NAV,717.984268,19956.882782,20407.930715
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,1,1002,NL Science Profile,1,0,0,LEO|HEO,EARTH_OBS|SCIENCE|CREWED,717.984268,19956.882782,20407.930715
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,2,1003,Svalbard Polar Profile,0,0,0,LEO,EARTH_OBS|SCIENCE,717.984268,19956.882782,20407.930715
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,3,1004,Canberra Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.984268,19956.882782,20407.930715
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,4,1005,Goldstone Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.984268,19956.882782,20407.930715
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,5,1006,Madrid Deep Profile,1,1,1,MEO|GEO|HEO,NAV|RELAY|SCIENCE,717.984268,19956.882782,20407.930715
19,29601,GPS BIIRM-3 (PRN 12),MEO,NAV,6,1007,Hawaii Navigation Profile,1,1,1,MEO,NAV,717.984268,19956.882782,20407.930715
