"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Metric Name","Metric Unit","Minimum","Maximum","Average"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_device_id","","","","12.056"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_downstream_link_rate","","","","32.000"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_downstream_link_width","","","","8"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_gen","","","","4"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_gpu_gen","","","","4"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_gpu_link_rate","","","","32.000"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_ext_gpu_link_width","","","","16"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_revision_id","","","","161"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_gpu_pci_sub_system_id","","","","343.151.714"
"42928","klb_sgp4_bench.exe","127.0.0.1","<unnamed>::query_seed_chunked_kernel(const ElsetRec *, const <unnamed>::ObjectMeta *, unsigned int, unsigned long long, double, double, double, unsigned int, Sgp4GroundStation, const unsigned long long *, unsigned int, double, <unnamed>::Counters *, <unnamed>::Event *, unsigned long long *, unsigned long long)","(64, 1, 1)","(1182, 1, 1)","0","12.0","1","device__attribute_handle_type_fabric_supported","","","","0"
