timestamp, utilization_gpu_pct, utilization_memory_pct, memory_used_mib, power_draw_w, temperature_gpu_c, clocks_sm_mhz, clocks_mem_mhz
2026/08/17 08:28:21.997, 100, 0, 612, 74.64, 71, 2767, 14001
2026/08/17 08:28:22.295, 100, 0, 612, 75.33, 71, 2767, 14001
2026/08/17 08:28:22.606, 100, 0, 612, 75.14, 71, 2767, 14001
2026/08/17 08:28:22.903, 100, 0, 612, 75.14, 71, 2767, 14001
2026/08/17 08:28:23.200, 100, 0, 612, 75.71, 72, 2767, 14001
2026/08/17 08:28:23.513, 100, 0, 612, 75.71, 72, 2767, 14001
2026/08/17 08:28:23.808, 100, 0, 612, 75.79, 71, 2767, 11001
2026/08/17 08:28:24.120, 100, 0, 612, 75.09, 72, 2767, 9001
2026/08/17 08:28:24.418, 100, 0, 612, 75.09, 72, 2767, 9001
2026/08/17 08:28:24.729, 100, 0, 612, 73.56, 71, 2767, 11001
2026/08/17 08:28:25.027, 100, 0, 612, 73.56, 71, 2767, 11001
2026/08/17 08:28:25.322, 100, 0, 612, 70.02, 71, 2767, 14001
2026/08/17 08:28:25.619, 100, 0, 612, 72.07, 72, 2767, 11001
2026/08/17 08:28:25.918, 100, 0, 612, 72.07, 72, 2767, 11001
2026/08/17 08:28:26.211, 100, 0, 612, 75.72, 71, 2767, 11001
2026/08/17 08:28:26.522, 100, 0, 612, 75.72, 71, 2767, 11001
2026/08/17 08:28:26.820, 100, 0, 612, 74.36, 71, 2767, 11001
2026/08/17 08:28:27.118, 100, 0, 612, 74.07, 71, 2767, 14001
2026/08/17 08:28:27.415, 100, 0, 612, 74.07, 71, 2767, 14001
2026/08/17 08:28:27.713, 100, 0, 612, 75.17, 71, 2767, 14001
2026/08/17 08:28:28.007, 100, 0, 612, 75.17, 71, 2767, 14001
2026/08/17 08:28:28.302, 100, 0, 612, 76.54, 72, 2767, 11001
2026/08/17 08:28:28.598, 100, 0, 612, 75.87, 71, 2767, 9001
2026/08/17 08:28:28.894, 100, 0, 612, 75.87, 71, 2767, 9001
2026/08/17 08:28:29.193, 100, 0, 612, 73.89, 71, 2767, 9001
2026/08/17 08:28:29.491, 100, 0, 612, 73.89, 71, 2767, 9001
2026/08/17 08:28:29.803, 100, 0, 612, 73.36, 71, 2767, 9001
2026/08/17 08:28:30.098, 100, 0, 612, 73.28, 71, 2767, 9001
2026/08/17 08:28:30.394, 100, 0, 612, 73.28, 71, 2767, 9001
2026/08/17 08:28:30.709, 100, 0, 612, 73.03, 71, 2767, 9001
2026/08/17 08:28:31.004, 100, 0, 612, 73.03, 71, 2767, 9001
2026/08/17 08:28:31.299, 100, 0, 612, 73.94, 72, 2767, 9001
2026/08/17 08:28:31.595, 100, 0, 612, 74.56, 72, 2767, 9001
2026/08/17 08:28:31.889, 100, 0, 612, 74.56, 72, 2767, 9001
2026/08/17 08:28:32.185, 100, 0, 612, 74.62, 72, 2767, 9001
2026/08/17 08:28:32.481, 100, 0, 612, 74.62, 72, 2767, 9001
2026/08/17 08:28:32.776, 100, 0, 612, 73.74, 72, 2767, 11001
2026/08/17 08:28:33.072, 100, 0, 612, 70.01, 71, 2767, 14001
2026/08/17 08:28:33.386, 100, 0, 612, 70.01, 71, 2767, 14001
2026/08/17 08:28:33.682, 100, 0, 612, 72.19, 72, 2767, 11001
2026/08/17 08:28:33.978, 100, 0, 612, 72.19, 72, 2767, 11001
2026/08/17 08:28:34.275, 100, 0, 612, 75.96, 72, 2767, 11001
2026/08/17 08:28:34.573, 100, 0, 612, 73.87, 72, 2767, 11001
2026/08/17 08:28:34.872, 100, 0, 612, 73.87, 72, 2767, 11001
2026/08/17 08:28:35.171, 100, 0, 612, 74.27, 72, 2767, 14001
2026/08/17 08:28:35.468, 100, 0, 612, 74.27, 72, 2767, 14001
2026/08/17 08:28:35.766, 100, 0, 612, 75.76, 72, 2767, 14001
2026/08/17 08:28:36.063, 100, 0, 612, 76.88, 72, 2767, 11001
2026/08/17 08:28:36.361, 100, 0, 612, 76.88, 72, 2767, 11001
2026/08/17 08:28:36.658, 100, 0, 612, 75.97, 72, 2767, 11001
2026/08/17 08:28:36.953, 100, 0, 612, 75.97, 72, 2767, 11001
2026/08/17 08:28:37.250, 100, 0, 612, 74.51, 72, 2767, 14001
2026/08/17 08:28:37.546, 100, 0, 612, 74.51, 72, 2767, 14001
2026/08/17 08:28:37.842, 100, 0, 612, 75.25, 72, 2767, 14001
2026/08/17 08:28:38.138, 100, 0, 612, 75.51, 72, 2767, 14001
2026/08/17 08:28:38.450, 100, 0, 612, 75.51, 72, 2767, 14001
2026/08/17 08:28:38.748, 100, 0, 612, 75.27, 72, 2767, 14001
2026/08/17 08:28:39.042, 100, 0, 612, 75.27, 72, 2767, 14001
2026/08/17 08:28:39.339, 100, 0, 612, 76.39, 72, 2767, 11001
2026/08/17 08:28:39.652, 100, 0, 612, 75.83, 72, 2767, 9001
2026/08/17 08:28:39.963, 100, 0, 612, 75.83, 72, 2767, 9001
2026/08/17 08:28:40.261, 100, 0, 612, 74.95, 72, 2767, 9001
2026/08/17 08:28:40.573, 100, 0, 612, 72.40, 72, 2767, 11001
2026/08/17 08:28:40.870, 100, 0, 612, 72.40, 72, 2767, 11001
2026/08/17 08:28:41.165, 100, 0, 612, 71.05, 72, 2767, 14001
2026/08/17 08:28:41.461, 100, 0, 612, 71.05, 72, 2767, 14001
2026/08/17 08:28:41.759, 100, 0, 612, 73.88, 72, 2767, 11001
2026/08/17 08:28:42.070, 100, 0, 612, 75.93, 72, 2767, 11001
2026/08/17 08:28:42.368, 100, 0, 612, 75.93, 72, 2767, 11001
2026/08/17 08:28:42.662, 100, 0, 612, 73.97, 72, 2767, 14001
2026/08/17 08:28:42.960, 100, 0, 612, 73.97, 72, 2767, 14001
2026/08/17 08:28:43.256, 100, 0, 612, 74.94, 72, 2767, 14001
2026/08/17 08:28:43.552, 100, 0, 612, 75.79, 72, 2767, 11001
2026/08/17 08:28:43.849, 100, 0, 612, 75.79, 72, 2767, 11001
2026/08/17 08:28:44.146, 100, 0, 612, 76.08, 72, 2767, 9001
2026/08/17 08:28:44.445, 100, 0, 612, 76.08, 72, 2767, 9001
2026/08/17 08:28:44.740, 100, 0, 612, 75.00, 72, 2767, 9001
2026/08/17 08:28:45.050, 100, 0, 612, 73.81, 72, 2767, 9001
2026/08/17 08:28:45.350, 100, 0, 612, 73.81, 72, 2767, 9001
2026/08/17 08:28:45.645, 100, 0, 612, 73.59, 72, 2767, 9001
2026/08/17 08:28:45.942, 100, 0, 612, 73.59, 72, 2767, 9001
2026/08/17 08:28:46.254, 100, 0, 612, 73.41, 72, 2767, 9001
2026/08/17 08:28:46.564, 100, 0, 612, 73.22, 72, 2767, 9001
2026/08/17 08:28:46.859, 100, 0, 612, 73.22, 72, 2767, 9001
2026/08/17 08:28:47.173, 100, 0, 612, 74.48, 72, 2767, 9001
2026/08/17 08:28:47.470, 100, 0, 612, 74.48, 72, 2767, 9001
2026/08/17 08:28:47.765, 100, 0, 612, 71.47, 72, 2767, 11001
2026/08/17 08:28:48.079, 100, 0, 612, 70.34, 72, 2767, 14001
2026/08/17 08:28:48.374, 100, 0, 612, 70.34, 72, 2767, 14001
2026/08/17 08:28:48.671, 100, 0, 612, 74.28, 72, 2767, 11001
2026/08/17 08:28:48.968, 100, 0, 612, 74.28, 72, 2767, 11001
2026/08/17 08:28:49.264, 100, 0, 612, 76.50, 72, 2767, 11001
2026/08/17 08:28:49.561, 100, 0, 612, 75.40, 72, 2767, 9001
2026/08/17 08:28:49.856, 100, 0, 612, 75.40, 72, 2767, 9001
2026/08/17 08:28:50.153, 100, 0, 612, 74.75, 72, 2767, 9001
2026/08/17 08:28:50.449, 100, 0, 612, 74.75, 72, 2767, 9001
2026/08/17 08:28:50.745, 100, 0, 612, 73.59, 72, 2767, 9001
2026/08/17 08:28:51.040, 100, 0, 612, 73.59, 72, 2767, 9001
2026/08/17 08:28:51.338, 100, 0, 612, 73.77, 72, 2767, 9001
2026/08/17 08:28:51.650, 100, 0, 612, 74.68, 72, 2767, 9001
2026/08/17 08:28:51.964, 100, 0, 612, 74.68, 72, 2767, 9001
2026/08/17 08:28:52.258, 100, 0, 612, 73.01, 72, 2767, 11001
2026/08/17 08:28:52.570, 100, 0, 612, 70.22, 72, 2767, 14001
2026/08/17 08:28:52.866, 100, 0, 612, 70.22, 72, 2767, 14001
2026/08/17 08:28:53.165, 100, 0, 612, 71.43, 72, 2767, 14001
2026/08/17 08:28:53.459, 100, 0, 612, 71.43, 72, 2767, 14001
2026/08/17 08:28:53.755, 100, 0, 612, 75.73, 72, 2767, 14001
2026/08/17 08:28:54.051, 100, 0, 612, 75.59, 72, 2767, 14001
2026/08/17 08:28:54.346, 100, 0, 612, 75.59, 72, 2767, 14001
2026/08/17 08:28:54.644, 100, 0, 612, 75.65, 72, 2767, 14001
2026/08/17 08:28:54.940, 100, 0, 612, 75.65, 72, 2767, 14001
2026/08/17 08:28:55.237, 100, 0, 612, 76.54, 72, 2767, 11001
2026/08/17 08:28:55.535, 100, 0, 612, 76.54, 72, 2767, 11001
2026/08/17 08:28:55.832, 100, 0, 612, 76.03, 72, 2767, 11001
2026/08/17 08:28:56.126, 100, 0, 612, 75.50, 73, 2767, 9001
2026/08/17 08:28:56.424, 100, 0, 612, 75.50, 73, 2767, 9001
2026/08/17 08:28:56.719, 100, 0, 612, 76.26, 72, 2767, 11001
2026/08/17 08:28:57.016, 100, 0, 612, 76.26, 72, 2767, 11001
2026/08/17 08:28:57.327, 100, 0, 612, 71.22, 72, 2767, 11001
2026/08/17 08:28:57.636, 100, 0, 612, 70.77, 72, 2767, 14001
2026/08/17 08:28:57.933, 100, 0, 612, 70.77, 72, 2767, 14001
2026/08/17 08:28:58.228, 100, 0, 612, 74.50, 72, 2767, 14001
2026/08/17 08:28:58.524, 100, 0, 612, 74.50, 72, 2767, 14001
2026/08/17 08:28:58.820, 100, 0, 612, 75.78, 72, 2767, 14001
2026/08/17 08:28:59.119, 100, 0, 612, 76.05, 72, 2767, 14001
2026/08/17 08:28:59.418, 100, 0, 612, 76.05, 72, 2767, 14001
2026/08/17 08:28:59.728, 100, 0, 612, 77.15, 73, 2767, 11001
2026/08/17 08:29:00.040, 100, 0, 612, 77.15, 73, 2767, 11001
2026/08/17 08:29:00.353, 100, 0, 612, 76.82, 72, 2767, 11001
2026/08/17 08:29:00.664, 100, 0, 612, 75.35, 72, 2767, 14001
2026/08/17 08:29:00.961, 100, 0, 612, 75.35, 72, 2767, 14001
2026/08/17 08:29:01.257, 100, 0, 612, 74.96, 72, 2767, 14001
2026/08/17 08:29:01.552, 100, 0, 612, 75.85, 72, 2767, 14001
2026/08/17 08:29:01.850, 100, 0, 612, 75.85, 72, 2767, 14001
2026/08/17 08:29:02.144, 100, 0, 612, 75.68, 72, 2767, 14001
2026/08/17 08:29:02.440, 100, 0, 612, 75.68, 72, 2767, 14001
2026/08/17 08:29:02.734, 100, 0, 612, 76.10, 73, 2767, 14001
2026/08/17 08:29:03.032, 100, 0, 612, 76.10, 73, 2767, 14001
2026/08/17 08:29:03.329, 100, 0, 612, 76.37, 73, 2767, 11001
2026/08/17 08:29:03.623, 100, 0, 612, 75.95, 73, 2767, 11001
2026/08/17 08:29:03.919, 100, 0, 612, 75.95, 73, 2767, 11001
2026/08/17 08:29:04.213, 100, 0, 612, 75.81, 73, 2767, 9001
2026/08/17 08:29:04.508, 100, 0, 612, 75.81, 73, 2767, 9001
2026/08/17 08:29:04.823, 100, 0, 612, 74.58, 72, 2767, 11001
2026/08/17 08:29:05.121, 100, 0, 612, 70.94, 73, 2767, 14001
2026/08/17 08:29:05.418, 100, 0, 612, 70.94, 73, 2767, 14001
2026/08/17 08:29:05.712, 100, 0, 612, 72.00, 73, 2767, 14001
2026/08/17 08:29:06.009, 100, 0, 612, 72.00, 73, 2767, 14001
2026/08/17 08:29:06.307, 100, 0, 612, 76.40, 73, 2767, 14001
2026/08/17 08:29:06.606, 100, 0, 612, 75.91, 73, 2767, 14001
2026/08/17 08:29:06.902, 100, 0, 612, 75.91, 73, 2767, 14001
2026/08/17 08:29:07.201, 100, 0, 612, 76.13, 73, 2767, 14001
2026/08/17 08:29:07.500, 100, 0, 612, 76.13, 73, 2767, 14001
2026/08/17 08:29:07.796, 100, 0, 612, 77.29, 73, 2767, 11001
2026/08/17 08:29:08.090, 100, 0, 612, 77.03, 73, 2767, 11001
2026/08/17 08:29:08.387, 100, 0, 612, 77.03, 73, 2767, 11001
2026/08/17 08:29:08.683, 100, 0, 612, 74.92, 73, 2767, 14001
2026/08/17 08:29:08.979, 100, 0, 612, 74.92, 73, 2767, 14001
2026/08/17 08:29:09.274, 100, 0, 612, 75.03, 73, 2767, 14001
2026/08/17 08:29:09.572, 100, 0, 612, 75.80, 73, 2767, 14001
2026/08/17 08:29:09.868, 100, 0, 612, 75.80, 73, 2767, 14001
2026/08/17 08:29:10.166, 100, 0, 612, 75.75, 73, 2767, 14001
2026/08/17 08:29:10.463, 100, 0, 612, 75.75, 73, 2767, 14001
2026/08/17 08:29:10.758, 100, 0, 612, 76.47, 73, 2767, 14001
2026/08/17 08:29:11.054, 100, 0, 612, 76.73, 73, 2767, 11001
2026/08/17 08:29:11.349, 100, 0, 612, 76.73, 73, 2767, 11001
2026/08/17 08:29:11.643, 100, 0, 612, 75.74, 73, 2767, 11001
2026/08/17 08:29:11.939, 100, 0, 612, 75.74, 73, 2767, 11001
2026/08/17 08:29:12.236, 100, 0, 612, 75.98, 73, 2767, 9001
2026/08/17 08:29:12.532, 100, 0, 612, 75.98, 73, 2767, 9001
2026/08/17 08:29:12.827, 100, 0, 612, 74.28, 73, 2767, 11001
2026/08/17 08:29:13.123, 100, 0, 612, 70.53, 73, 2767, 14001
2026/08/17 08:29:13.419, 100, 0, 612, 70.53, 73, 2767, 14001
2026/08/17 08:29:13.715, 100, 0, 612, 72.24, 73, 2767, 14001
2026/08/17 08:29:14.010, 100, 0, 612, 72.24, 73, 2767, 14001
2026/08/17 08:29:14.324, 100, 0, 612, 76.31, 73, 2767, 14001
2026/08/17 08:29:14.621, 100, 0, 612, 76.04, 73, 2767, 14001
2026/08/17 08:29:14.934, 100, 0, 612, 76.04, 73, 2767, 14001
2026/08/17 08:29:15.233, 100, 0, 612, 76.39, 73, 2767, 14001
2026/08/17 08:29:15.529, 100, 0, 612, 76.39, 73, 2767, 14001
2026/08/17 08:29:15.839, 100, 0, 612, 77.47, 73, 2767, 11001
2026/08/17 08:29:16.134, 100, 0, 612, 76.71, 73, 2767, 11001
2026/08/17 08:29:16.432, 100, 0, 612, 76.71, 73, 2767, 11001
2026/08/17 08:29:16.742, 100, 0, 612, 75.24, 73, 2767, 14001
2026/08/17 08:29:17.054, 100, 0, 612, 75.54, 73, 2767, 14001
2026/08/17 08:29:17.351, 100, 0, 612, 75.54, 73, 2767, 14001
2026/08/17 08:29:17.662, 100, 0, 612, 76.02, 73, 2767, 14001
2026/08/17 08:29:17.971, 100, 0, 612, 76.02, 73, 2767, 14001
2026/08/17 08:29:18.267, 100, 0, 612, 75.81, 73, 2767, 14001
2026/08/17 08:29:18.576, 100, 0, 612, 76.72, 73, 2767, 11001
2026/08/17 08:29:18.874, 100, 0, 612, 76.72, 73, 2767, 11001
2026/08/17 08:29:19.170, 100, 0, 612, 76.54, 73, 2767, 11001
2026/08/17 08:29:19.465, 100, 0, 612, 76.54, 73, 2767, 11001
2026/08/17 08:29:19.761, 100, 0, 612, 75.69, 73, 2767, 9001
2026/08/17 08:29:20.059, 100, 0, 612, 73.56, 73, 2767, 11001
2026/08/17 08:29:20.355, 100, 0, 612, 73.56, 73, 2767, 11001
2026/08/17 08:29:20.652, 100, 0, 612, 70.74, 73, 2767, 14001
2026/08/17 08:29:20.948, 100, 0, 612, 70.74, 73, 2767, 14001
2026/08/17 08:29:21.244, 100, 0, 612, 73.64, 74, 2767, 11001
2026/08/17 08:29:21.539, 100, 0, 612, 73.64, 74, 2767, 11001
2026/08/17 08:29:21.836, 100, 0, 612, 76.74, 73, 2767, 11001
2026/08/17 08:29:22.134, 100, 0, 612, 74.49, 73, 2767, 11001
2026/08/17 08:29:22.446, 100, 0, 612, 74.49, 73, 2767, 11001
2026/08/17 08:29:22.744, 100, 0, 612, 75.10, 73, 2767, 14001
2026/08/17 08:29:23.042, 100, 0, 612, 75.10, 73, 2767, 14001
2026/08/17 08:29:23.353, 100, 0, 612, 76.38, 73, 2767, 14001
2026/08/17 08:29:23.650, 100, 0, 612, 77.72, 74, 2767, 11001
2026/08/17 08:29:23.945, 100, 0, 612, 77.72, 74, 2767, 11001
2026/08/17 08:29:24.242, 100, 0, 612, 76.81, 73, 2767, 11001
2026/08/17 08:29:24.539, 100, 0, 612, 76.81, 73, 2767, 11001
2026/08/17 08:29:24.834, 100, 0, 612, 74.96, 73, 2767, 14001
2026/08/17 08:29:25.133, 100, 0, 612, 75.57, 73, 2767, 14001
2026/08/17 08:29:25.430, 100, 0, 612, 75.57, 73, 2767, 14001
2026/08/17 08:29:25.725, 100, 0, 612, 76.13, 73, 2767, 14001
2026/08/17 08:29:26.019, 100, 0, 612, 76.13, 73, 2767, 14001
2026/08/17 08:29:26.318, 100, 0, 612, 75.91, 73, 2767, 14001
2026/08/17 08:29:26.616, 100, 0, 612, 77.22, 74, 2767, 11001
2026/08/17 08:29:26.914, 100, 0, 612, 77.22, 74, 2767, 11001
2026/08/17 08:29:27.208, 100, 0, 612, 76.68, 73, 2767, 11001
2026/08/17 08:29:27.502, 100, 0, 612, 76.68, 73, 2767, 11001
2026/08/17 08:29:27.799, 100, 0, 612, 75.93, 74, 2767, 9001
2026/08/17 08:29:28.096, 100, 0, 612, 76.60, 74, 2767, 9001
2026/08/17 08:29:28.387, 100, 0, 612, 76.60, 74, 2767, 9001
2026/08/17 08:29:28.681, 100, 0, 612, 72.60, 73, 2767, 11001
2026/08/17 08:29:28.978, 100, 0, 612, 72.60, 73, 2767, 11001
2026/08/17 08:29:29.274, 100, 0, 612, 71.03, 74, 2767, 14001
2026/08/17 08:29:29.572, 100, 0, 612, 75.06, 73, 2767, 14001
2026/08/17 08:29:29.867, 100, 0, 612, 75.06, 73, 2767, 14001
2026/08/17 08:29:30.178, 100, 0, 612, 76.55, 74, 2767, 14001
2026/08/17 08:29:30.473, 100, 0, 612, 76.55, 74, 2767, 14001
2026/08/17 08:29:30.771, 100, 0, 612, 77.02, 74, 2767, 11001
2026/08/17 08:29:31.066, 100, 0, 612, 76.40, 73, 2767, 11001
2026/08/17 08:29:31.365, 100, 0, 612, 76.40, 73, 2767, 11001
2026/08/17 08:29:31.678, 100, 0, 612, 75.67, 74, 2767, 14001
2026/08/17 08:29:31.976, 100, 0, 612, 75.67, 74, 2767, 14001
2026/08/17 08:29:32.272, 100, 0, 612, 76.57, 74, 2767, 14001
2026/08/17 08:29:32.568, 100, 0, 612, 78.09, 74, 2767, 11001
2026/08/17 08:29:32.865, 100, 0, 612, 78.09, 74, 2767, 11001
2026/08/17 08:29:33.164, 100, 0, 612, 77.18, 74, 2767, 11001
2026/08/17 08:29:33.460, 100, 0, 612, 77.18, 74, 2767, 11001
2026/08/17 08:29:33.755, 100, 0, 612, 76.02, 74, 2767, 9001
2026/08/17 08:29:34.053, 100, 0, 612, 76.02, 74, 2767, 9001
2026/08/17 08:29:34.351, 100, 0, 612, 75.02, 73, 2767, 9001
2026/08/17 08:29:34.646, 100, 0, 612, 74.52, 74, 2767, 9001
2026/08/17 08:29:34.941, 100, 0, 612, 74.52, 74, 2767, 9001
2026/08/17 08:29:35.240, 100, 0, 612, 75.65, 74, 2767, 9001
2026/08/17 08:29:35.536, 100, 0, 612, 75.65, 74, 2767, 9001
2026/08/17 08:29:35.830, 100, 0, 612, 72.05, 73, 2767, 11001
2026/08/17 08:29:36.128, 100, 0, 612, 70.11, 74, 2767, 14001
2026/08/17 08:29:36.423, 100, 0, 612, 70.11, 74, 2767, 14001
2026/08/17 08:29:36.720, 100, 0, 612, 73.99, 74, 2767, 14001
2026/08/17 08:29:37.019, 100, 0, 612, 73.99, 74, 2767, 14001
2026/08/17 08:29:37.316, 100, 0, 612, 77.86, 74, 2767, 11001
2026/08/17 08:29:37.613, 100, 0, 612, 77.53, 74, 2767, 9001
2026/08/17 08:29:37.910, 100, 0, 612, 77.53, 74, 2767, 9001
2026/08/17 08:29:38.204, 100, 0, 612, 75.67, 74, 2767, 9001
2026/08/17 08:29:38.502, 100, 0, 612, 75.67, 74, 2767, 9001
2026/08/17 08:29:38.797, 100, 0, 612, 74.82, 74, 2767, 9001
2026/08/17 08:29:39.092, 100, 0, 612, 75.10, 74, 2767, 9001
2026/08/17 08:29:39.404, 100, 0, 612, 75.10, 74, 2767, 9001
2026/08/17 08:29:39.704, 100, 0, 612, 72.49, 73, 2767, 11001
2026/08/17 08:29:40.003, 100, 0, 612, 72.49, 73, 2767, 11001
2026/08/17 08:29:40.300, 100, 0, 612, 70.14, 74, 2767, 14001
2026/08/17 08:29:40.593, 100, 0, 612, 73.92, 74, 2767, 14001
2026/08/17 08:29:40.904, 100, 0, 612, 73.92, 74, 2767, 14001
2026/08/17 08:29:41.217, 100, 0, 612, 77.96, 74, 2767, 14001
2026/08/17 08:29:41.527, 100, 0, 612, 77.96, 74, 2767, 14001
2026/08/17 08:29:41.825, 100, 0, 612, 77.37, 74, 2767, 11001
2026/08/17 08:29:42.120, 100, 0, 612, 76.86, 74, 2767, 9001
2026/08/17 08:29:42.430, 100, 0, 612, 76.86, 74, 2767, 9001
2026/08/17 08:29:42.744, 100, 0, 612, 75.69, 74, 2767, 9001
2026/08/17 08:29:43.041, 100, 0, 612, 75.69, 74, 2767, 9001
2026/08/17 08:29:43.338, 100, 0, 612, 74.68, 74, 2767, 9001
2026/08/17 08:29:43.634, 100, 0, 612, 75.64, 74, 2767, 9001
2026/08/17 08:29:43.931, 100, 0, 612, 75.64, 74, 2767, 9001
2026/08/17 08:29:44.227, 100, 0, 612, 73.21, 74, 2767, 11001
2026/08/17 08:29:44.538, 100, 0, 612, 73.21, 74, 2767, 11001
2026/08/17 08:29:44.851, 100, 0, 612, 70.43, 74, 2767, 14001
2026/08/17 08:29:45.149, 100, 0, 612, 72.97, 74, 2767, 14001
2026/08/17 08:29:45.446, 100, 0, 612, 72.97, 74, 2767, 14001
2026/08/17 08:29:45.759, 100, 0, 612, 78.21, 74, 2767, 11001
2026/08/17 08:29:46.069, 100, 0, 612, 77.50, 74, 2767, 11001
2026/08/17 08:29:46.366, 100, 0, 612, 77.50, 74, 2767, 11001
2026/08/17 08:29:46.662, 100, 0, 612, 76.46, 74, 2767, 9001
2026/08/17 08:29:46.973, 100, 0, 612, 76.46, 74, 2767, 9001
2026/08/17 08:29:47.272, 100, 0, 612, 75.08, 74, 2767, 9001
2026/08/17 08:29:47.568, 100, 0, 612, 74.82, 74, 2767, 9001
2026/08/17 08:29:47.864, 100, 0, 612, 74.82, 74, 2767, 9001
2026/08/17 08:29:48.162, 100, 0, 612, 73.38, 74, 2767, 11001
2026/08/17 08:29:48.458, 100, 0, 612, 73.38, 74, 2767, 11001
2026/08/17 08:29:48.753, 100, 0, 612, 70.25, 74, 2767, 14001
2026/08/17 08:29:49.064, 100, 0, 612, 72.76, 74, 2767, 11001
2026/08/17 08:29:49.361, 100, 0, 612, 72.76, 74, 2767, 11001
2026/08/17 08:29:49.672, 100, 0, 612, 76.67, 74, 2767, 9001
2026/08/17 08:29:49.969, 100, 0, 612, 76.67, 74, 2767, 9001
2026/08/17 08:29:50.264, 100, 0, 612, 76.07, 74, 2767, 9001
2026/08/17 08:29:50.563, 100, 0, 612, 76.60, 74, 2767, 9001
2026/08/17 08:29:50.859, 100, 0, 612, 76.60, 74, 2767, 9001
2026/08/17 08:29:51.154, 100, 0, 612, 75.44, 74, 2767, 9001
2026/08/17 08:29:51.450, 100, 0, 612, 75.44, 74, 2767, 9001
2026/08/17 08:29:51.746, 100, 0, 612, 74.55, 74, 2767, 9001
2026/08/17 08:29:52.038, 100, 0, 612, 74.55, 74, 2767, 9001
2026/08/17 08:29:52.335, 100, 0, 612, 75.32, 74, 2767, 9001
2026/08/17 08:29:52.629, 100, 0, 612, 74.17, 74, 2767, 11001
2026/08/17 08:29:52.926, 100, 0, 612, 74.17, 74, 2767, 11001
2026/08/17 08:29:53.225, 100, 0, 612, 70.40, 74, 2767, 14001
2026/08/17 08:29:53.534, 100, 0, 612, 70.40, 74, 2767, 14001
2026/08/17 08:29:53.830, 100, 0, 612, 72.08, 74, 2767, 14001
2026/08/17 08:29:54.128, 100, 0, 612, 78.24, 74, 2767, 14001
2026/08/17 08:29:54.423, 100, 0, 612, 78.24, 74, 2767, 14001
2026/08/17 08:29:54.735, 100, 0, 612, 77.53, 74, 2767, 11001
2026/08/17 08:29:55.034, 100, 0, 612, 77.53, 74, 2767, 11001
2026/08/17 08:29:55.327, 100, 0, 612, 76.83, 74, 2767, 9001
2026/08/17 08:29:55.622, 100, 0, 612, 75.43, 74, 2767, 9001
2026/08/17 08:29:55.918, 100, 0, 612, 75.43, 74, 2767, 9001
2026/08/17 08:29:56.214, 100, 0, 612, 74.64, 74, 2767, 9001
2026/08/17 08:29:56.510, 100, 0, 612, 74.64, 74, 2767, 9001
2026/08/17 08:29:56.808, 100, 0, 612, 74.21, 74, 2767, 11001
2026/08/17 08:29:57.104, 100, 0, 612, 70.73, 74, 2767, 14001
2026/08/17 08:29:57.399, 100, 0, 612, 70.73, 74, 2767, 14001
2026/08/17 08:29:57.696, 100, 0, 612, 71.99, 74, 2767, 14001
2026/08/17 08:29:57.993, 100, 0, 612, 71.99, 74, 2767, 14001
2026/08/17 08:29:58.286, 100, 0, 612, 76.57, 74, 2767, 11001
2026/08/17 08:29:58.583, 100, 0, 612, 76.64, 74, 2767, 9001
2026/08/17 08:29:58.881, 100, 0, 612, 76.64, 74, 2767, 9001
2026/08/17 08:29:59.176, 100, 0, 612, 75.71, 74, 2767, 11001
2026/08/17 08:29:59.472, 100, 0, 612, 75.71, 74, 2767, 11001
2026/08/17 08:29:59.767, 100, 0, 612, 70.32, 73, 2767, 14001
2026/08/17 08:30:00.063, 100, 0, 612, 70.99, 74, 2767, 14001
2026/08/17 08:30:00.360, 100, 0, 612, 70.99, 74, 2767, 14001
2026/08/17 08:30:00.655, 100, 0, 612, 75.65, 74, 2767, 14001
2026/08/17 08:30:00.950, 100, 0, 612, 75.65, 74, 2767, 14001
2026/08/17 08:30:01.247, 100, 0, 612, 77.34, 74, 2767, 11001
2026/08/17 08:30:01.546, 100, 0, 612, 77.34, 74, 2767, 11001
2026/08/17 08:30:01.840, 100, 0, 612, 76.26, 74, 2767, 14001
2026/08/17 08:30:02.136, 100, 0, 612, 76.59, 74, 2767, 11001
2026/08/17 08:30:02.430, 100, 0, 612, 76.59, 74, 2767, 11001
2026/08/17 08:30:02.724, 100, 0, 612, 76.81, 74, 2767, 9001
2026/08/17 08:30:03.022, 100, 0, 612, 76.81, 74, 2767, 9001
2026/08/17 08:30:03.317, 100, 0, 612, 75.94, 74, 2767, 9001
2026/08/17 08:30:03.611, 100, 0, 612, 73.06, 73, 2767, 11001
2026/08/17 08:30:03.906, 100, 0, 612, 73.06, 73, 2767, 11001
2026/08/17 08:30:04.202, 100, 0, 612, 70.48, 74, 2767, 14001
2026/08/17 08:30:04.498, 100, 0, 612, 70.48, 74, 2767, 14001
2026/08/17 08:30:04.794, 100, 0, 612, 73.29, 74, 2767, 14001
2026/08/17 08:30:05.094, 100, 0, 612, 77.54, 74, 2767, 14001
2026/08/17 08:30:05.389, 100, 0, 612, 77.54, 74, 2767, 14001
2026/08/17 08:30:05.684, 100, 0, 612, 77.24, 74, 2767, 11001
