timestamp, utilization_gpu_pct, utilization_memory_pct, memory_used_mib, power_draw_w, temperature_gpu_c, clocks_sm_mhz, clocks_mem_mhz
2026/08/17 08:27:15.092, 100, 0, 612, 72.87, 66, 2767, 14001
2026/08/17 08:27:15.402, 100, 0, 612, 72.87, 66, 2767, 14001
2026/08/17 08:27:15.715, 100, 0, 612, 73.17, 66, 2767, 14001
2026/08/17 08:27:16.011, 100, 0, 612, 73.17, 66, 2767, 14001
2026/08/17 08:27:16.310, 100, 0, 612, 73.40, 66, 2767, 14001
2026/08/17 08:27:16.606, 100, 0, 612, 74.35, 66, 2767, 11001
2026/08/17 08:27:16.901, 100, 0, 612, 74.35, 66, 2767, 11001
2026/08/17 08:27:17.200, 100, 0, 612, 74.78, 66, 2767, 11001
2026/08/17 08:27:17.497, 100, 0, 612, 74.78, 66, 2767, 11001
2026/08/17 08:27:17.791, 100, 0, 612, 73.09, 66, 2767, 9001
