dataset,sample_file,norad_id,seconds_from_reference,minutes_from_element_epoch,klb_error,python_sgp4_error,position_delta_km,velocity_delta_km_s
gps_operational,gps_60.csv,64202,60.0,1163.929052798,0,0,1.1390734731906398e-08,5.082250171978094e-10
gps_operational,gps_60.csv,67588,60.0,1734.255726397,0,0,9.504873576885042e-09,5.927124541689789e-10
gps_operational,gps_60.csv,68791,60.0,16863.881003197,0,0,9.057597646486162e-09,4.613448124221373e-10
gps_operational,gps_604800.csv,26407,604800.0,10111.789627198,0,0,8.656057770598066e-08,3.1005172313531095e-10
gps_operational,gps_604800.csv,27663,604800.0,10447.790414397,0,0,1.839499439340391e-08,3.368675866682033e-10
gps_operational,gps_604800.csv,28190,604800.0,10080.0,0,0,4.174729288738046e-10,4.727340103415543e-10
gps_operational,gps_604800.csv,28474,604800.0,10177.816463999,0,0,1.041055945971502e-08,4.2837987586815607e-10
gps_operational,gps_604800.csv,28874,604800.0,10181.8887984,0,0,5.4281666873134806e-08,5.714863065424716e-10
gps_operational,gps_604800.csv,29486,604800.0,10644.714143999,0,0,9.643595580976982e-08,6.466573738866689e-10
gps_operational,gps_604800.csv,29601,604800.0,10772.877081597,0,0,3.448901122291187e-08,5.11698833869447e-10
gps_operational,gps_604800.csv,32260,604800.0,11048.923180799,0,0,7.33855190751247e-08,5.762225164785339e-10
gps_operational,gps_604800.csv,32384,604800.0,10958.889614399,0,0,6.315220292844701e-08,4.449436092796574e-10
gps_operational,gps_604800.csv,32711,604800.0,10463.369572798,0,0,9.67932659858387e-08,5.02387046957231e-10
gps_operational,gps_604800.csv,35752,604800.0,10835.125703998,0,0,9.441856282474618e-08,4.790229584364124e-10
gps_operational,gps_604800.csv,36585,604800.0,11074.045766397,0,0,7.368827314130453e-08,4.5559315013153645e-10
gps_operational,gps_604800.csv,38833,604800.0,13795.384319997,0,0,3.9097084256431915e-08,5.829508055876262e-10
gps_operational,gps_604800.csv,39166,604800.0,11112.9600528,0,0,4.147930389037945e-08,4.143541939037356e-10
gps_operational,gps_604800.csv,39533,604800.0,10392.303239997,0,0,5.2904671717494154e-08,4.5014421184681456e-10
gps_operational,gps_604800.csv,39741,604800.0,10710.9785664,0,0,4.976217835396414e-08,6.157435944350413e-10
gps_operational,gps_604800.csv,40105,604800.0,10580.0310576,0,0,4.185046147624203e-08,3.673303474521084e-10
gps_operational,gps_604800.csv,40294,604800.0,10767.826857599,0,0,8.784333465445141e-08,7.40212844521883e-10
gps_operational,gps_604800.csv,40534,604800.0,10568.998670399,0,0,4.3032701808926814e-08,2.2965576853505575e-10
gps_operational,gps_604800.csv,40730,604800.0,10336.937457597,0,0,5.91114999667288e-08,5.171819728613951e-10
gps_operational,gps_604800.csv,41019,604800.0,10978.288631999,0,0,1.1299473470927495e-07,6.979887115552067e-10
gps_operational,gps_604800.csv,41328,604800.0,11566.677628799,0,0,6.42317052762823e-08,3.104798328733307e-10
gps_operational,gps_604800.csv,43873,604800.0,10256.6115936,0,0,2.599715621928926e-08,5.19905214448384e-10
gps_operational,gps_604800.csv,44506,604800.0,10703.211552,0,0,1.1045827044441113e-08,3.1395327014690425e-10
gps_operational,gps_604800.csv,45854,604800.0,10703.211552,0,0,1.124654752440922e-08,5.688666122501149e-10
gps_operational,gps_604800.csv,46826,604800.0,10693.211543997,0,0,3.013264606708671e-08,5.658286881639799e-10
gps_operational,gps_604800.csv,48859,604800.0,11361.558427199,0,0,6.331464987950045e-08,5.030128253187045e-10
gps_operational,gps_604800.csv,55268,604800.0,10693.211543997,0,0,2.988356059160678e-08,5.419626353166891e-10
gps_operational,gps_604800.csv,62339,604800.0,12405.098879997,0,0,1.5272493384543182e-08,3.322819491304375e-10
gps_operational,gps_604800.csv,64202,604800.0,11242.929052798,0,0,1.0874294776744073e-08,4.659782369870834e-10
gps_operational,gps_604800.csv,67588,604800.0,11813.255726397,0,0,8.670231357420885e-09,5.329290184229681e-10
gps_operational,gps_604800.csv,68791,604800.0,26942.881003197,0,0,8.17446037440898e-09,5.425676480820201e-10
gps_operational,gps_86400.csv,26407,86400.0,1471.789627198,0,0,8.71761762954453e-08,6.771953843599251e-10
gps_operational,gps_86400.csv,27663,86400.0,1807.790414397,0,0,1.7796618817745322e-08,5.830081531819541e-10
gps_operational,gps_86400.csv,28190,86400.0,1440.0,0,0,4.2885785489809633e-10,6.309746295213793e-10
gps_operational,gps_86400.csv,28474,86400.0,1537.816463999,0,0,1.0793168406416893e-08,4.924284008171721e-10
gps_operational,gps_86400.csv,28874,86400.0,1541.8887984,0,0,5.393574395549767e-08,2.4326257914307254e-10
gps_operational,gps_86400.csv,29486,86400.0,2004.714143999,0,0,9.627983863106372e-08,5.778125471782326e-10
gps_operational,gps_86400.csv,29601,86400.0,2132.877081597,0,0,3.4691594041476656e-08,3.1522647599646547e-10
gps_operational,gps_86400.csv,32260,86400.0,2408.923180799,0,0,7.370294979305934e-08,4.323281418906293e-10
gps_operational,gps_86400.csv,32384,86400.0,2318.889614399,0,0,6.410938353598092e-08,4.089095009184204e-10
gps_operational,gps_86400.csv,32711,86400.0,1823.369572798,0,0,9.684628327003193e-08,5.467075036848477e-10
gps_operational,gps_86400.csv,35752,86400.0,2195.125703998,0,0,9.397230250157986e-08,3.996463182832823e-10
gps_operational,gps_86400.csv,36585,86400.0,2434.045766397,0,0,7.313341855821039e-08,6.333387902368398e-10
gps_operational,gps_86400.csv,38833,86400.0,5155.384319997,0,0,3.868028697607353e-08,4.987199095064623e-10
gps_operational,gps_86400.csv,39166,86400.0,2472.9600528,0,0,4.0788218574346576e-08,3.16068547417176e-10
gps_operational,gps_86400.csv,39533,86400.0,1752.303239997,0,0,5.3679785872019125e-08,5.821142289141146e-10
gps_operational,gps_86400.csv,39741,86400.0,2070.9785664,0,0,4.899381536354786e-08,7.455931413296708e-10
gps_operational,gps_86400.csv,40105,86400.0,1940.0310576,0,0,4.224630446649536e-08,6.405337928099451e-10
gps_operational,gps_86400.csv,40294,86400.0,2127.826857599,0,0,8.767170376833754e-08,5.770131845700942e-10
gps_operational,gps_86400.csv,40534,86400.0,1928.998670399,0,0,4.3706652749463e-08,4.3857707747201364e-10
gps_operational,gps_86400.csv,40730,86400.0,1696.937457597,0,0,5.9356388529935744e-08,1.4468357828544325e-10
gps_operational,gps_86400.csv,41019,86400.0,2338.288631999,0,0,1.1402174986307455e-07,2.5656645022974304e-10
gps_operational,gps_86400.csv,41328,86400.0,2926.677628799,0,0,6.413853489876904e-08,7.125389489281998e-10
gps_operational,gps_86400.csv,43873,86400.0,1616.6115936,0,0,2.675547006080277e-08,4.755880665652544e-10
gps_operational,gps_86400.csv,44506,86400.0,2063.211552,0,0,1.1164114194300802e-08,5.16090979685674e-10
